fecha_banco,monto_banco,concepto_banco,fecha_contable,monto_contable,concepto_contable,diferencia_monto,diferencia_dias,conciliado,clasificación_auditoría
2025-10-10,8459.46,Pago proveedor,2025-09-30,7007.18,Ajuste de tipo de cambio,1452.2799999999988,10,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-22,7217.0,Pago proveedor,1242.4599999999991,43,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-18,776.8,Cobro cliente,7682.659999999999,39,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-08,726.03,Cobro cliente,7733.429999999999,29,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-25,7873.26,Ajuste de tipo de cambio,586.1999999999989,46,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-17,8778.25,Pago proveedor,318.7900000000009,38,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-17,1382.14,Pago proveedor,7077.319999999999,38,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-11,7348.82,Ajuste de tipo de cambio,1110.6399999999994,32,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-13,3937.49,Cobro cliente,4521.969999999999,34,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-10,8378.9,Cobro cliente,80.55999999999949,0,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-13,990.24,Pago proveedor,7469.219999999999,3,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-07,3026.19,Ajuste de tipo de cambio,5433.269999999999,28,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-24,3703.19,Ajuste de tipo de cambio,4756.269999999999,14,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-11,3897.44,Pago proveedor,4562.019999999999,1,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-23,8170.06,Pago proveedor,289.3999999999987,44,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-17,7138.84,Pago proveedor,1320.619999999999,38,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-09-30,3243.19,Ajuste de tipo de cambio,5216.269999999999,10,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-11,7493.3,Cobro cliente,966.159999999999,32,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-12,9582.73,Cobro cliente,1123.2700000000004,33,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-14,4041.33,Cobro cliente,4418.129999999999,4,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-24,4731.63,Ajuste de tipo de cambio,3727.829999999999,45,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-05,5434.49,Cobro cliente,3024.9699999999993,26,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-14,1731.6,Cobro cliente,6727.859999999999,35,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-06,3028.08,Cobro cliente,5431.379999999999,27,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-02,6175.74,Cobro cliente,2283.7199999999993,23,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-21,5993.76,Ajuste de tipo de cambio,2465.699999999999,42,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-25,3670.71,Ajuste de tipo de cambio,4788.749999999999,46,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-30,7205.02,Pago proveedor,1254.4399999999987,20,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-07,3314.46,Pago proveedor,5144.999999999999,28,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-22,9438.6,Cobro cliente,979.1400000000012,43,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-04,2214.5,Cobro cliente,6244.959999999999,25,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-07,949.17,Cobro cliente,7510.289999999999,28,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-20,637.44,Pago proveedor,7822.019999999999,10,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-31,7430.16,Ajuste de tipo de cambio,1029.2999999999993,21,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-02,2391.8,Cobro cliente,6067.659999999999,8,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-09,5671.73,Ajuste de tipo de cambio,2787.7299999999996,30,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-10-02,1109.09,Ajuste de tipo de cambio,7350.369999999999,8,False,No Conciliado - Revisión Manual
2025-10-10,8459.46,Pago proveedor,2025-11-24,1531.66,Pago proveedor,6927.799999999999,45,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-12,3737.58,Ajuste de tipo de cambio,5245.360000000001,23,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-30,8400.83,Pago proveedor,582.1100000000006,10,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-29,8982.94,Ajuste de tipo de cambio,0.0,9,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-18,4057.96,Cobro cliente,4924.9800000000005,29,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-01,2160.83,Ajuste de tipo de cambio,6822.110000000001,19,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-16,654.93,Pago proveedor,8328.01,27,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-02,5646.79,Ajuste de tipo de cambio,3336.1500000000005,13,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-14,9816.41,Pago proveedor,833.4699999999993,6,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-09-30,7007.18,Ajuste de tipo de cambio,1975.7600000000002,20,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-22,7217.0,Pago proveedor,1765.9400000000005,33,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-18,776.8,Cobro cliente,8206.140000000001,29,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-08,726.03,Cobro cliente,8256.91,19,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-25,7873.26,Ajuste de tipo de cambio,1109.6800000000003,36,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-17,8778.25,Pago proveedor,204.6900000000005,28,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-17,1382.14,Pago proveedor,7600.8,28,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-11,7348.82,Ajuste de tipo de cambio,1634.1200000000008,22,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-13,3937.49,Cobro cliente,5045.450000000001,24,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-10,8378.9,Cobro cliente,604.0400000000009,10,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-13,990.24,Pago proveedor,7992.700000000001,7,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-07,3026.19,Ajuste de tipo de cambio,5956.75,18,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-24,3703.19,Ajuste de tipo de cambio,5279.75,4,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-11,3897.44,Pago proveedor,5085.5,9,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-23,8170.06,Pago proveedor,812.8800000000001,34,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-17,7138.84,Pago proveedor,1844.1000000000004,28,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-09-30,3243.19,Ajuste de tipo de cambio,5739.75,20,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-11,7493.3,Cobro cliente,1489.6400000000003,22,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-12,9582.73,Cobro cliente,599.789999999999,23,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-14,4041.33,Cobro cliente,4941.610000000001,6,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-24,4731.63,Ajuste de tipo de cambio,4251.31,35,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-05,5434.49,Cobro cliente,3548.4500000000007,16,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-14,1731.6,Cobro cliente,7251.34,25,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-06,3028.08,Cobro cliente,5954.860000000001,17,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-02,6175.74,Cobro cliente,2807.2000000000007,13,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-21,5993.76,Ajuste de tipo de cambio,2989.1800000000003,32,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-25,3670.71,Ajuste de tipo de cambio,5312.2300000000005,36,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-30,7205.02,Pago proveedor,1777.92,10,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-07,3314.46,Pago proveedor,5668.4800000000005,18,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-22,9438.6,Cobro cliente,455.65999999999985,33,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-04,2214.5,Cobro cliente,6768.4400000000005,15,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-07,949.17,Cobro cliente,8033.77,18,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-20,637.44,Pago proveedor,8345.5,0,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-31,7430.16,Ajuste de tipo de cambio,1552.7800000000007,11,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-02,2391.8,Cobro cliente,6591.14,18,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-09,5671.73,Ajuste de tipo de cambio,3311.210000000001,20,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-10-02,1109.09,Ajuste de tipo de cambio,7873.85,18,False,No Conciliado - Revisión Manual
2025-10-20,8982.94,Comisión bancaria,2025-11-24,1531.66,Pago proveedor,7451.280000000001,35,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-12,3737.58,Ajuste de tipo de cambio,320.3800000000001,42,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-10-30,8400.83,Pago proveedor,4342.87,29,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-10-29,8982.94,Ajuste de tipo de cambio,4924.9800000000005,28,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-18,4057.96,Cobro cliente,0.0,48,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-10-01,2160.83,Ajuste de tipo de cambio,1897.13,0,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-16,654.93,Pago proveedor,3403.03,46,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-02,5646.79,Ajuste de tipo de cambio,1588.83,32,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-10-14,9816.41,Pago proveedor,5758.45,13,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-09-30,7007.18,Ajuste de tipo de cambio,2949.2200000000003,1,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-22,7217.0,Pago proveedor,3159.04,52,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-18,776.8,Cobro cliente,3281.16,48,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-08,726.03,Cobro cliente,3331.9300000000003,38,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-25,7873.26,Ajuste de tipo de cambio,3815.3,55,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-17,8778.25,Pago proveedor,4720.29,47,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-17,1382.14,Pago proveedor,2675.8199999999997,47,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-11,7348.82,Ajuste de tipo de cambio,3290.8599999999997,41,False,No Conciliado - Revisión Manual
2025-10-01,4057.96,Transferencia recibida,2025-11-13,3937.49,Cobro cliente,120.47000000000025,43,False,No Conciliado - Revisión Manual
